SITE_CODE,TOP_PRF_INT,BOT_PRF_INT
367000N1205316W001,326,716
367011N1204504W001,460,1246
367032N1181293W001,15,20
367050N1205324W001,800,1400
367056N1205226W001,857,1217
367056N1205232W001,770,970
367058N1204643W001,560,599
367058N1204643W001,718,1028
367062N1204505W001,632,992
367064N1205916W001,819,1840
367072N1205668W002,783,1263
367075N1204954W001,712,1483
367082N1204234W001,600,880
367100N1202400W001,180,300
367100N1202400W002,180,300
367128N1204643W001,642,1182
367130N1204956W001,680,1080
367131N1204413W001,429,550
367131N1204413W001,590,1150
367133N1205946W001,817,1220
367133N1206035W001,809,1838
367142N1205132W001,703,1405
367143N1180706W001,20,30
367144N1194477W001,60,100
367158N1205135W001,682,1042
367161N1205046W001,700,1352
367169N1206310W001,603,1220
367174N1216222W001,200,775
367175N1205854W001,980,1300
367199N1204959W001,1,20
367200N1205091W001,700,1400
367200N1205317W001,4,30
367201N1205137W001,4,20
367201N1206131W001,722,1242
367202N1205180W001,4,30
367203N1204227W001,210,510
367203N1205179W001,695,1458
367206N1204232W001,200,420
367206N1204502W001,612,1249
367206N1206382W001,606,1768
367207N1216805W001,270,320
367207N1216805W001,365,385
367207N1216806W001,165,215
367214N1204143W001,207,507
367216N1204592W001,640,920
367216N1212625W001,152,164
367216N1212625W001,302,304
367217N1204327W001,142,433
367219N1204413W001,602,1073
367221N1216965W001,273,280
367221N1216965W001,288,292
367225N1204233W001,560,880
367225N1206032W001,869,2180
367240N1212578W001,100,240
367240N1212578W001,360,600
367275N1204554W001,601,1103
367275N1206043W001,60,280
367275N1217803W001,314,325
367275N1217803W001,367,399
367275N1217803W001,426,456
367278N1205943W001,265,565
367279N1206034W001,500,1440
367292N1203545W001,25,80
367292N1206021W001,743,1250
367292N1206032W001,512,1343
367328N1205310W001,858,1070
367331N1203441W001,60,110
367334N1203792W001,140,200
367340N1204240W001,332,342
367340N1204240W002,178,188
367343N1216958W001,210,260
367343N1216959W001,350,380
367344N1204234W001,11,18
367344N1204234W002,81,86
367344N1205135W001,4,30
367344N1205160W001,2,30
367344N1205315W001,4,30
367346N1204412W001,1,30
367347N1204943W001,491,1133
367347N1205851W002,740,1160
367348N1204596W001,600,1000
367348N1204597W001,602,920
367350N1205671W001,264,642
367351N1206224W002,640,960
367352N1206260W002,840,1060
367353N1205854W001,266,656
367353N1205946W001,702,1214
367353N1206221W001,700,1150
367353N1206254W001,750,960
367356N1181505W001,40,290
367356N1206260W001,632,992
367360N1203404W001,38,78
367380N1204272W001,600,880
367383N1205946W001,761,1153
367395N1181150W001,30,40
367414N1204954W001,492,574
367414N1204954W001,647,1136
367414N1206216W001,642,1042
367416N1205318W001,660,1140
367418N1204590W001,580,910
367418N1204821W001,620,1110
367419N1204127W001,175,445
367421N1205659W001,728,1210
367422N1206249W001,642,1002
367437N1203147W001,35,65
367450N1205043W001,482,966
367454N1217393W001,154,204
367455N1217395W001,420.4,450
367488N1205498W001,700,1260
367490N1205879W001,682,1202
367490N1205971W001,678,1200
367491N1203320W001,120,150
367492N1204276W001,1,12
367493N1181543W001,30,40
367495N1206308W001,740,950
367496N1203198W001,110,150
367497N1205071W002,471,1024
367498N1204413W001,1,10
367506N1204413W001,2,20
367515N1204776W001,4,17
367522N1204412W001,2,15
367527N1203001W001,37,67
367533N1203530W001,40,130
367550N1204671W001,600,850
367552N1203732W002,480,490
367552N1203732W002,480,490
367557N1203305W001,110,220
367561N1203114W001,160,300
367561N1203150W001,150,190
367561N1204593W001,240,480
367600N1203099W001,100,276
367606N1194707W001,23,62
367611N1205832W001,678,1196
367625N1204774W001,1,20
367630N1204770W001,1,10
367633N1204864W001,600,840
367633N1204949W001,582,1002
367633N1205241W001,378,530
367633N1205241W001,578,778
367634N1204322W001,1,10
367635N1203145W001,230,445
367635N1203236W001,107,303
367636N1205207W001,454,1194
367636N1205293W001,708,1450
367644N1195963W001,60,76
367648N1205492W001,4,30
367653N1217636W001,300,600
367658N1205304W002,603,1215
367703N1205307W001,455,1230
367706N1204502W001,340,450
367708N1204591W001,240,480
367710N1204948W002,600,880
367714N1205663W001,670,690
367714N1205663W001,880,920
367726N1203145W001,120,440
367730N1203623W001,120,410
367755N1202599W001,190,380
367776N1204594W001,520,760
367776N1204594W001,802,1042
367778N1205038W001,190,210
367778N1205038W001,250,270
367778N1205038W002,370,390
367778N1205038W003,590,620
367778N1205038W003,670,690
367778N1205038W003,720,750
367778N1205490W001,420,430
367779N1205490W001,193,203
367779N1205490W002,88,98
367786N1203631W001,150,275
367786N1205832W001,602,1323
367807N1203722W001,530,550
367807N1203722W002,330,350
367807N1203722W003,58,78
367808N1217847W001,1220,1550
367813N1203736W001,140,260
367816N1217514W001,105,155
367818N1205487W001,600,740
367818N1205487W001,770,790
367818N1205487W001,800,860
367818N1205487W001,980,1050
367827N1202666W001,190,350
367827N1203832W001,1,20
367847N1217618W001,369,550
367854N1205126W001,560,780
367858N1205486W001,580,700
367858N1205486W001,740,1060
367858N1205486W001,1100,1188
367868N1203770W001,100,260
367874N1213335W001,34,96
367885N1206510W001,542,982
367891N1213456W001,128,169
367906N1216267W001,260,270
367906N1216267W001,280,290
367906N1216267W001,310,320
367907N1203904W001,100,225
367922N1196279W001,75,115
367926N1205297W001,497,1432
367929N1213499W001,102,112
367929N1213499W001,120,130
367929N1213499W001,174,194
367929N1213499W002,27,30
367929N1213499W002,54,101
367929N1213499W002,110,150
367929N1213499W002,165,180
367953N1216300W001,300,430
367955N1213701W001,44,185
367966N1213579W001,179,184
367966N1213579W001,211,223
367977N1181632W001,15,20
367985N1203102W001,180,304
367999N1205629W002,585,1211
368011N1216412W001,104,244
368041N1203414W001,150,330
368041N1203941W001,70,135
368041N1203941W001,200,360
368045N1203410W001,150,330
368047N1213654W001,112,191
368047N1213654W001,204,240
368075N1205843W001,80,96
368075N1205843W002,22,32
368093N1213943W001,200,400
368100N1213804W001,301,340
368107N1203993W001,80,190
368112N1201458W001,160,320
368121N1213914W001,60,70
368121N1213914W001,121,140
368121N1213914W001,174,178
368141N1214501W001,200,290
368150N1202053W001,245,340
368150N1202053W002,245,340
368157N1204038W001,100,180
368162N1214577W001,300,380
368171N1213704W001,102,282
368176N1207307W001,100,120
368176N1207307W002,190,210
368176N1207307W003,320,340
368176N1207307W004,505,525
368185N1201420W001,202,300
368185N1201420W002,202,300
368185N1204079W001,60,170
368207N1203910W001,126,285
368217N1213995W001,82,92
368217N1213995W001,100,161
368221N1204135W001,80,180
368222N1214024W001,52,252
368227N1213804W001,200,480
368227N1213808W001,250,270
368227N1213808W001,300,450
368227N1213808W001,510,530
368235N1200565W001,26,46
368241N1213625W001,200,368
368246N1214046W001,120,146
368246N1214046W001,240,255
368246N1214046W001,379,384
368257N1202054W001,135,145
368257N1202054W001,160,170
368257N1202054W001,260,280
368257N1202054W001,320,340
368257N1202054W002,425,435
368257N1202054W002,465,480
368257N1202054W002,495,510
368257N1202054W003,630,650
368257N1202054W003,665,675
368257N1202054W003,685,705
368258N1215119W001,168,240
368258N1215119W001,252,300
368263N1204204W001,90,180
368278N1213935W001,305,340
368278N1213935W001,420,440
368322N1213632W001,443,468
368326N1214376W001,220,300
368335N1214031W001,68,189
368344N1214221W001,160,320
368344N1214468W001,50,110
368344N1214468W001,145,195
368378N1205360W001,300,800
368379N1201238W001,230,580
368396N1181624W001,60,70
368396N1214104W001,153,195
368399N1214260W001,173,300
368405N1200603W001,200,226
368405N1200603W001,270,293
368405N1200603W002,200,226
368405N1200603W002,270,293
368407N1213968W001,288,612
368413N1214873W001,153,555
368438N1202621W001,210,510
368456N1217953W001,80,110
368456N1217953W002,130,160
368468N1196593W001,60,80
368481N1215089W001,120,168
368481N1215089W001,243,315
368481N1215089W001,339,387
368482N1203167W001,228,498
368490N1214582W001,130,150
368490N1214582W001,168,208
368490N1214582W001,228,248
368490N1214582W001,268,278
368490N1214582W001,298,318
368490N1214582W001,338,350
368491N1203504W001,162,328
368513N1214893W001,144,180
368513N1214893W001,204,228
368513N1214893W001,252,300
368513N1214893W001,372,444
368523N1214918W001,100,325
368538N1213703W001,397,414
368541N1200561W001,160,200
368550N1201649W001,220,580
368550N1201649W002,220,580
368561N1214557W001,87,94
368561N1214557W001,117,161
368563N1214351W001,168,216
368563N1214351W001,288,408
368580N1214288W001,114,252
368596N1201832W001,228,284
368608N1214957W001,240,288
368608N1214957W001,308,322
368608N1214957W001,352,376
368608N1214957W001,396,420
368608N1214957W001,440,464
368608N1214957W001,484,508
368608N1214957W001,528,552
368608N1214957W001,572,596
368608N1214957W001,616,640
368608N1214957W001,660,684
368660N1204560W001,86,236
368671N1200102W001,280,360
368682N1213454W001,260,380
368683N1218167W001,140,150
368683N1218167W001,160,170
368683N1218167W002,250,270
368683N1218167W003,384,404
368683N1218167W003,464,486
368683N1218167W003,567,606
368688N1213789W001,182,200
368688N1213789W001,220,224
368688N1213789W001,242,250
368695N1216599W001,320,342
368699N1213622W001,160,200
368711N1214153W001,250,280
368711N1214153W001,302,355
368725N1198656W001,240,492
368727N1204593W001,93,243
368730N1198523W001,240,414
368735N1198255W001,160,228
368736N1214010W001,120,125
368736N1214010W001,160,180
368736N1214010W001,326,338
368774N1205788W001,220,240
368774N1205788W001,280,340
368777N1200697W001,240,510
368777N1207820W001,50,80
368777N1207820W001,100,140
368780N1197899W001,17,37
368785N1213628W001,116,156
368790N1205784W001,183,223
368790N1205784W001,233,393
368800N1201125W001,320,392
368801N1201173W001,297,393
368804N1205923W001,220,240
368804N1205923W001,280,300
368804N1205923W001,310,370
368805N1205994W001,240,260
368805N1205994W001,280,380
368813N1201103W001,200,220
368813N1201103W001,270,280
368813N1201103W001,290,310
368813N1201103W002,520,530
368813N1201103W002,570,580
368813N1201103W002,655,675
368813N1201103W002,705,715
368813N1201103W003,880,890
368813N1201103W003,910,920
368813N1201103W003,935,945
368820N1215547W001,60,140
368820N1215547W001,280,340
368822N1214124W001,102,124
368822N1214124W001,129,141
368822N1214124W001,150,156
368822N1214124W001,168,192
368831N1206087W001,270,390
368831N1217967W001,110,120
368831N1217967W001,160,180
368831N1217967W002,260,280
368831N1217967W003,526,556
368831N1217967W003,607.6,663
368831N1217967W004,730,750
368835N1206270W001,300,390
368839N1199606W001,240,510
368839N1199618W001,320,600
368855N1182377W001,15,20
368868N1200099W001,240,260
368868N1200099W001,280,340
368868N1200099W002,240,260
368868N1200099W002,280,340
368868N1204654W001,100,240
368871N1206355W001,300,390
368881N1213988W001,206,216
368881N1218136W001,56,116
368882N1215559W001,64,80
368889N1215649W001,88,108
368896N1206702W001,530,550
368896N1206702W002,375,395
368896N1206702W003,195,215
368901N1198216W001,224,244
368903N1218193W001,220,240
368904N1206554W001,670,712
368904N1206558W001,470,500
368910N1206609W002,270,390
368913N1198664W001,232,628
368922N1213510W001,70,80
368922N1213510W001,130,150
368922N1213510W001,180,185
368925N1182425W001,102,198
368928N1200327W001,280,600
368938N1213641W001,60,130
368949N1203434W001,74,84
368949N1203434W001,94,104
368949N1203434W001,114,134
368949N1203434W002,215,235
368949N1203434W002,245,255
368949N1203434W002,265,285
368949N1203434W003,355,375
368949N1203434W003,385,395
368949N1203434W003,400,420
368953N1214524W001,314,410
368953N1214524W001,470,518
368953N1214524W001,590,638
368953N1214524W001,758,950
368975N1218364W001,70,90
368975N1218364W002,132.4,171.6
368975N1218364W002,193.6,230
368975N1218364W003,250,270
368980N1202918W001,205,212
368981N1214635W001,360,390
368981N1214635W001,420,570
368981N1214635W001,600,635
368984N1200836W001,300,660
368986N1218194W001,136.1,145.2
368986N1218194W001,188.2,198.4
368986N1218194W002,413,432
368986N1218194W002,463.7,532
368986N1218194W003,570,590
368989N1213638W001,150,170
368989N1213638W001,200,230
368989N1213638W001,300,330
368996N1201742W001,315,615
368996N1201742W002,315,615
368998N1218303W001,80,100
369003N1199879W001,228,548
369003N1199879W001,549,552
369003N1199879W002,228,548
369003N1199879W002,549,552
369010N1204813W001,80,230
369022N1204850W001,100,240
369034N1204650W001,130,280
369044N1207092W001,440,600
369044N1207092W001,600,720
369044N1207092W001,720,760
369057N1207373W001,360,400
369057N1207373W001,401,440
369057N1207373W001,441,520
369057N1207373W001,521,560
369064N1207276W001,439,462
369064N1207276W001,509,600
369073N1198180W001,212,476
369073N1198180W002,212,476
369075N1214377W001,105,195
369081N1200462W001,300,600
369087N1198012W001,370,470
369087N1198012W001,650,820
369091N1201655W001,300,600
369091N1201655W002,300,600
369092N1201334W001,220,540
369092N1201334W001,544,548
369094N1201384W001,300,680
369094N1201424W001,200,535
369094N1201424W001,538,546
369094N1207520W001,360,440
369094N1207520W001,441,600
369097N1207554W001,365,425
369097N1207554W001,425,495
369097N1207554W001,495,615
369099N1205091W001,100,200
369102N1204527W001,100,280
369107N1198121W001,290,300
369107N1198121W001,308,314
369107N1198121W001,336,340
369107N1198121W001,380,400
369112N1207584W001,400,480
369112N1207584W001,481,560
369112N1207584W001,561,680
369113N1204935W002,90,120
369113N1204935W002,124,244
369131N1200044W001,272,556
369158N1213549W001,50,60
369158N1213549W001,132,152
369158N1213549W001,225,230
369172N1214654W001,240,375
369172N1214654W001,420,480
369173N1213509W001,16,25
369173N1213509W001,35,50
369173N1213509W001,80,115
369173N1213509W001,211,255
369186N1200285W001,240,570
369194N1198290W001,370,480
369194N1198290W001,510,570
369194N1198290W001,630,750
369199N1214528W001,200,240
369203N1198858W001,275,660
369205N1205093W001,70,115
369205N1205093W001,125,200
369214N1198722W001,405,525
369220N1213825W001,34,42
369220N1213825W001,44,69
369220N1213825W001,103,105
369220N1213825W001,111,114
369220N1213825W001,115,120
369223N1218495W001,520,540
369223N1218495W002,480,500
369223N1218495W003,290,310
369223N1218495W003,390,410
369223N1218495W004,220,240
369235N1201333W001,430,467
369235N1201333W001,480,530
369235N1201333W001,588,625
369235N1201333W001,650,715
369236N1201060W001,308,596
369237N1197977W001,309,517
369239N1201240W001,280,285
369239N1201240W001,326,353
369239N1201240W001,367,413
369239N1201240W001,446,545
369239N1201240W001,564,593
369239N1201240W002,280,285
369239N1201240W002,326,353
369239N1201240W002,367,413
369239N1201240W002,446,545
369239N1201240W002,564,593
369239N1202553W001,140,160
369239N1202553W001,180,200
369239N1202553W002,240,260
369239N1202553W002,290,300
369239N1202553W002,355,365
369239N1202553W003,420,440
369239N1202553W003,470,480
369239N1202553W003,570,585
369243N1201288W001,290,300
369243N1201288W001,325,350
369243N1201288W001,375,380
369243N1201288W001,400,415
369243N1201288W001,450,460
369243N1201288W001,490,520
369243N1201288W001,550,635
369243N1201288W002,290,300
369243N1201288W002,325,350
369243N1201288W002,375,380
369243N1201288W002,400,415
369243N1201288W002,450,460
369243N1201288W002,490,520
369243N1201288W002,550,635
369247N1213896W001,100,126
369277N1198168W001,330,346
369277N1198168W001,375,391
369277N1198168W001,415,445
369277N1204941W001,90,225
369277N1205121W001,100,230
369292N1182040W001,30,40
369303N1200440W001,310,600
369316N1204979W001,80,220
369318N1198906W001,250,270
369318N1198906W001,295,325
369318N1198906W001,395,400
369318N1198906W001,401,510
369318N1198906W001,540,600
369321N1205418W001,80,180
369322N1200514W001,240,456
369328N1213648W001,155,175
369334N1199078W001,447,547
369334N1199079W001,449,469
369334N1199079W001,499,519
369334N1199079W001,534,554
369337N1199080W001,450,550
369341N1205146W001,80,200
369341N1218169W001,157,197
369349N1200916W001,200,460
369356N1198605W001,454,474
369356N1198605W001,510,540
369356N1218642W001,290,310
369356N1218642W002,230,250
369356N1218642W002,260,270
369356N1218642W003,125,145
369363N1214637W001,312,504
369374N1205407W001,110,190
369375N1198168W001,260,270
369375N1198168W001,350,358
369375N1198168W001,384,389
369375N1198168W001,410,420
369375N1198168W001,435,440
369379N1200161W001,216,480
369381N1218267W001,191,431
369382N1202918W001,190,418
369394N1218575W001,601,604
369394N1218575W002,481,484
369394N1218575W003,321,324
369394N1218575W004,201,204
369405N1205474W001,84,180
369405N1213868W001,65,225
369406N1217428W001,100,210
369410N1213978W001,95,115
369410N1213978W001,125,132
369410N1213978W001,140,145
369410N1213978W001,180,200
369410N1213978W001,208,217
369454N1218708W001,460,480
369454N1218708W002,420,440
369454N1218708W003,140,160
369454N1218708W004,460,480
369454N1218708W005,420,440
369454N1218708W006,140,160
369474N1205579W001,80,180
369477N1205196W001,90,150
369477N1205196W001,160,185
369477N1205196W001,190,220
369483N1215360W001,85,95
369485N1206907W001,98,101
369486N1215359W001,295,315
369502N1218663W001,650,670
369502N1218663W002,580,600
369502N1218663W003,310,330
369502N1218663W003,370,390
369502N1218663W003,410,430
369502N1218663W004,210,230
369502N1218663W005,318,343
369502N1218663W005,374,394
369502N1218663W005,418,449
369524N1204461W001,320,680
369524N1214261W001,125,151
369524N1214261W001,162,196
369529N1203456W001,110,120
369529N1203456W001,150,170
369529N1203456W001,190,220
369529N1203456W002,330,345
369529N1203456W002,400,415
369529N1203456W002,445,455
369529N1203456W002,475,485
369529N1203456W003,630,655
369529N1203456W003,685,700
369542N1218789W001,470,490
369542N1218789W002,400,420
369542N1218789W003,150,170
369549N1208371W001,105,126
369555N1213574W001,193,243
369555N1218509W001,670,710
369555N1218510W001,530,570
369558N1219720W001,110,130
369558N1219720W002,250,270
369558N1219720W003,310,330
369563N1205229W001,90,150
369563N1205229W001,160,205
369566N1214962W001,149,257
369566N1214962W001,305,354
369566N1214962W001,476,642
369572N1218646W001,270,350
369572N1218646W001,396,456
369572N1218646W001,514,614
369573N1219750W001,130,170
369573N1219750W002,205,225
369573N1219750W003,255,295
369574N1208393W001,470,542
369581N1202067W001,270,570
369581N1202067W002,270,570
369588N1213828W001,43,49
369588N1213828W001,65,68
369588N1213828W001,88,100
369600N1204283W001,190,260
369604N1219650W001,110,130
369604N1219650W002,210,230
369604N1219650W003,325,345
369610N1219729W001,78,88
369613N1218877W001,460,470
369613N1218877W001,500,520
369613N1218877W002,260,280
369613N1218877W002,375,395
369613N1218877W003,170,190
369613N1218877W004,100,120
369616N1218787W001,254,302
369616N1218787W001,326,350
369616N1218787W001,374,398
369616N1218787W001,422,495
369618N1208460W001,120,210
369632N1218695W001,700,710
369632N1218695W002,460,463
369632N1218695W003,350,353
369633N1218694W001,335,369
369633N1218694W001,385,415
369633N1218694W001,448,491
369633N1218694W001,524,548
369633N1218694W001,566,586
369633N1218694W001,606,640
369633N1218694W001,672,728
369636N1219768W001,30,40
369636N1219768W002,80,100
369636N1219768W003,175,195
369637N1202230W001,400,600
369654N1215318W001,70,80
369659N1219718W001,100,140
369659N1219718W001,200,271
369659N1219718W001,301,327
369659N1219718W001,337,357
369660N1219719W001,760,820
369662N1214321W001,100,110
369662N1214321W001,135,140
369662N1214321W001,160,165
369662N1214321W001,200,215
369664N1219921W001,90,130
369668N1202204W001,245,485
369668N1202204W001,488,496
369670N1200898W001,370,590
369675N1203748W001,265,696
369676N1202116W001,220,800
369680N1208463W001,120,216
369683N1219712W001,50,60
369683N1219712W001,70,80
369683N1219712W002,115,125
369688N1205677W001,80,140
369691N1208427W001,123,138
369696N1208527W001,90,185
369698N1219563W001,109,320
369698N1219563W002,50,80
369699N1208371W001,120,240
369701N1219065W001,840,920
369701N1219065W002,615,645
369701N1219065W003,486,526
369701N1219065W004,387,407
369701N1219065W005,280,310
369702N1219064W001,20,200
369703N1219064W001,20,200
369708N1200513W001,210,510
369709N1202568W001,320,667
369709N1202568W002,320,667
369711N1218719W001,144,344
369713N1218732W001,160,180
369713N1218732W001,220,240
369713N1218732W001,255,265
369723N1219573W001,760,770
369723N1219730W001,720,740
369723N1219730W001,780,800
369723N1219730W002,370,410
369723N1219730W003,200,240
369724N1205740W001,60,160
369739N1219178W001,625,900
369739N1219178W002,315,380
369740N1219177W001,625,922
369740N1219177W002,406,575
369740N1219177W003,316,380
369740N1219177W004,184,290
369740N1219177W005,25,140
369740N1219178W001,20,200
369742N1203749W001,480,580
369742N1203749W001,600,625
369742N1203749W001,626,790
369742N1203749W001,791,830
369745N1202258W001,204,474
369747N1182179W001,30,40
369758N1218697W001,126,146
369758N1218697W002,226,246
369758N1218697W003,476,496
369760N1208485W001,120,240
369760N1218695W001,231,280
369760N1218695W001,300,360
369760N1218695W001,480,530
369760N1219025W001,243,713
369762N1219449W001,370,510
369762N1219449W002,115,240
369762N1219449W003,55,95
369762N1219633W001,460,490
369762N1219634W001,150,230
369762N1219634W002,640,700
369767N1215123W001,48,53
369768N1218829W001,290,380
369768N1218829W001,400,500
369768N1218829W001,520,580
369777N1205799W001,60,170
369785N1201427W001,260,270
369785N1201427W001,324,344
369785N1201427W001,363,369
369785N1201427W001,408,418
369785N1201427W001,434,474
369785N1201427W001,497,504
369786N1219031W001,243,303
369786N1219031W001,343,383
369786N1219031W001,403,528
369786N1219031W001,538,548
369786N1219031W001,569,589
369788N1205621W001,60,115
369789N1218994W001,409.4,448.8
369789N1218994W001,496.6,578.9
369789N1218994W001,589.7,658.9
369796N1219727W001,110,150
369796N1219727W002,210,250
369797N1219309W001,530,760
369797N1219309W002,452,462
369797N1219309W003,265,275
369803N1219571W001,32,42
369811N1219084W001,644,850
369811N1219084W002,1000,1020
369811N1219084W002,1145,1155
369811N1219084W002,1200,1210
369811N1219084W003,640,650
369811N1219084W003,670,680
369811N1219084W003,780,790
369811N1219084W003,830,840
369811N1219084W004,430,450
369811N1219084W004,530,550
369811N1219084W005,210,230
369811N1219084W005,320,340
369813N1205085W001,80,220
369815N1218969W001,520,580
369815N1218970W001,780,840
369816N1218969W001,220,260
369816N1219601W001,120,160
369816N1219601W002,250,290
369816N1219601W003,380,430
369821N1218601W001,370,380
369821N1218601W001,430,450
369821N1218601W001,460,470
369821N1218601W001,500,510
369829N1218748W001,190,220
369829N1218748W001,230,240
369829N1218748W001,280,310
369829N1218748W001,340,355
369829N1218748W001,365,380
369833N1218749W001,355,375
369833N1218749W002,160,190
369833N1218749W003,75,95
369836N1219221W001,311,386
369836N1219221W001,448,516
369836N1219221W001,668,928
369836N1219221W002,660,680
369836N1219221W002,780,800
369836N1219221W002,850,860
369836N1219221W002,900,910
369836N1219221W002,950,970
369836N1219221W003,305,315
369836N1219221W003,330,340
369836N1219221W003,445,465
369839N1219679W001,200,290
369839N1219679W001,310,390
369839N1219679W001,410,470
369839N1219679W001,550,640
369840N1218769W001,170,420
369841N1208371W001,100,250
369841N1219596W001,40,50
369841N1219679W001,69,109
369841N1219679W002,200,240
369841N1219679W003,310,350
369856N1219170W001,819,840
369856N1219170W001,959,980
369856N1219170W001,1019,1040
369856N1219170W001,1079,1120
369856N1219170W002,320,640
369856N1219170W002,660,680
369856N1219170W003,460,480
369856N1219170W003,500,520
369857N1207177W003,42,45
369857N1219170W001,467,563
369857N1219170W001,595,670
369869N1219389W001,385,605
369871N1215282W001,510,530
369871N1219494W001,443,446
369871N1219494W001,550,553
369871N1219494W002,211,221
369871N1219494W002,273,283
369871N1219494W002,378,388
369879N1219642W001,200,300
369879N1219642W001,340,420
369879N1219642W001,470,540
369879N1219642W001,550,650
369886N1205649W001,50,240
369899N1204326W001,170,690
369899N1204326W002,168,790
369917N1199854W002,480,520
369917N1199854W002,560,600
369919N1219549W001,37,47
369919N1219549W002,210,220
369919N1219549W002,290,300
369919N1219549W002,330,340
369919N1219549W002,550,560
369919N1219549W002,610,620
369919N1219549W003,320,380
369919N1219549W004,605,635
369921N1219115W001,750,800
369922N1215320W001,20,40
369922N1215757W001,160,180
369923N1200825W001,180,190
369923N1200825W001,265,275
369923N1200825W001,355,365
369923N1200825W002,530,540
369923N1200825W002,570,590
369923N1200825W002,665,685
369923N1200825W003,750,760
369923N1200825W003,815,825
369923N1200825W003,875,895
369949N1213784W001,52,103
369958N1205030W001,80,224
369966N1219758W001,200,270
369966N1219758W002,380,420
369978N1218689W001,95,180
369985N1208766W001,120,215
369991N1204667W001,290,840
369991N1218638W001,140,160
369992N1219542W001,28,38
369996N1218612W001,172,292
369998N1204577W001,300,500
370000N1200000W001,220,270
370000N1200000W002,660,685
370000N1200000W002,785,810
370000N1200000W002,850,920
370000N1218609W001,195,210
370000N1218609W001,220,262
370001N1199856W001,420,500
370001N1201288W001,265,696
370005N1208429W001,100,120
370005N1208429W001,160,170
370011N1199822W001,300,360
370021N1208713W001,100,195
370021N1209010W001,181,292
370022N1199827W001,320,400
370022N1203929W001,120,390
370033N1201561W001,320,680
370033N1201561W002,320,680
370035N1219617W001,520,540
370036N1219616W001,80,140
370036N1219616W002,225,315
370038N1182359W001,30,91
370040N1208837W001,140,200
370041N1205610W001,50,190
370047N1203929W001,160,475
370054N1217465W001,345,420
370060N1208363W001,120,300
370060N1208821W001,140,200
370061N1219374W001,300,380
370068N1182315W001,50,60
370078N1220134W001,360,500
370081N1215406W001,120,260
370082N1215405W001,40,50
370090N1218853W001,180,320
370092N1204738W001,170,230
370102N1208907W001,140,200
370102N1209057W001,42,72
370102N1219499W001,296,436
370102N1219499W002,30,173
370102N1219499W003,550,570
370103N1219499W001,290,350
370104N1219499W001,110,170
370110N1204603W001,158,192
370113N1215167W001,70,80
370122N1219248W001,900,960
370123N1219247W001,900,1000
370123N1219247W002,500,600
370123N1219247W003,380,460
370123N1219247W004,200,300
370123N1219248W001,530,590
370124N1219247W001,240,300
370132N1208329W001,130,170
370132N1208820W001,140,200
370148N1203830W001,92,102
370148N1203830W001,112,122
370148N1203830W001,132,152
370148N1203830W001,162,172
370148N1203830W001,182,192
370148N1203830W002,240,260
370148N1203830W002,275,285
370148N1203830W002,330,340
370148N1203830W002,355,365
370148N1203830W003,420,430
370148N1203830W003,485,505
370148N1203830W003,555,565
370153N1218907W001,100,320
370155N1208942W001,1,243
370157N1206670W001,60,170
370157N1209004W001,34,64
370163N1204341W001,295,850
370173N1208999W001,335,355
370173N1208999W002,150,160
370173N1208999W003,90,110
370173N1208999W004,150,160
370180N1204515W001,290,400
370182N1202433W001,278,588
370185N1208416W001,80,180
370185N1208941W001,20,50
370192N1219517W001,115,415
370196N1200526W001,348,388
370202N1208985W001,20,50
370216N1208746W001,90,150
370229N1209003W001,60,160
370238N1203107W001,185,365
370244N1220037W001,395,515
370254N1201754W001,360,440
370254N1201754W002,360,440
370263N1208982W001,120,270
370266N1219495W001,215,315
370268N1208774W001,120,270
370271N1208571W001,158,218
370271N1208654W001,40,45
370271N1208654W001,50,60
370271N1208996W001,30,60
370280N1205444W001,10,25
370280N1205444W002,10,25
370281N1205460W001,100,210
370291N1206482W001,50,200
370291N1208357W001,400,600
370307N1209082W001,96,116
370316N1215433W001,532,552
370317N1206600W001,60,145
370327N1206185W001,60,150
370328N1201753W001,400,800
370331N1215434W001,50,60
370345N1201796W001,350,396
370345N1201796W001,402,416
370345N1201796W001,428,435
370345N1201796W001,460,470
370345N1201796W001,480,500
370345N1201796W001,502,510
370345N1201796W001,520,537
370345N1201796W002,350,396
370345N1201796W002,402,416
370345N1201796W002,428,435
370345N1201796W002,460,470
370345N1201796W002,480,500
370345N1201796W002,502,510
370345N1201796W002,520,537
370357N1215958W001,125,145
370366N1201760W001,260,300
370366N1201760W001,305,336
370366N1201760W001,350,362
370366N1201760W001,374,391
370366N1201760W001,416,436
370366N1201760W001,489,507
370366N1201760W002,260,300
370366N1201760W002,305,336
370366N1201760W002,350,362
370366N1201760W002,374,391
370366N1201760W002,416,436
370366N1201760W002,489,507
370368N1208502W001,85,103
370385N1209176W001,1,200
370391N1206385W001,60,180
370406N1202342W001,298,509
370416N1208127W001,97,202
370418N1208724W001,75,220
370421N1208727W001,127,147
370421N1208727W001,150,250
370424N1208816W001,50,213
370427N1203300W001,280,600
370436N1200610W001,200,537
370436N1200697W001,380,800
370449N1203969W001,255,636
370467N1220194W001,114,124
370472N1200248W001,200,500
370480N1208166W001,192,225
370494N1220381W001,630,680
370494N1220381W002,120,125
370503N1215519W001,80,85
