SITE_CODE,TOP_PRF_INT,BOT_PRF_INT
370509N1203251W001,360,800
370513N1208938W001,120,300
370536N1220097W001,200,240
370536N1220097W001,250,270
370536N1220097W001,292,332
370538N1219516W001,70,170
370539N1202948W001,150,160
370539N1202948W001,210,220
370539N1202948W001,290,310
370539N1202948W001,360,380
370539N1202948W002,440,450
370539N1202948W002,530,540
370539N1202948W002,580,600
370539N1202948W003,730,745
370539N1202948W003,765,780
370539N1202948W003,815,830
370543N1201085W001,140,250
370545N1202066W001,305,596
370557N1219725W001,130,150
370568N1203307W001,187,529
370578N1219403W001,115,255
370599N1206118W001,80,180
370605N1208038W001,166,256
370614N1202928W001,150,390
370618N1204232W002,135,288
370630N1209266W001,90,210
370646N1199138W001,32,92
370660N1207963W001,120,240
370670N1216007W001,31.5,51.5
370675N1215949W001,32,52
370684N1200288W001,260,408
370687N1220050W001,960,1060
370688N1204922W001,265,506
370692N1200745W001,185,195
370692N1200745W001,250,260
370692N1200745W001,290,310
370692N1200745W001,325,335
370692N1200745W002,550,560
370692N1200745W002,580,600
370692N1200745W002,645,655
370692N1200745W002,680,690
370692N1200745W003,775,785
370692N1200745W003,810,830
370692N1200745W003,860,870
370728N1204603W001,230,360
370731N1220044W001,285,345
370732N1202342W001,290,935
370747N1201933W001,190,210
370747N1201933W001,230,240
370747N1201933W001,310,320
370747N1201933W002,400,420
370747N1201933W002,470,500
370747N1201933W003,790,810
370747N1201933W003,840,870
370755N1209260W002,90,258
370768N1208074W001,75,240
370779N1201960W001,240,504
370779N1201960W001,528,552
370795N1200025W001,400,494
370795N1200025W001,610,636
370795N1200025W001,660,716
370809N1200655W001,140,362
370809N1200655W001,420,502
370837N1203489W001,80,100
370837N1203549W001,80,100
370866N1208993W001,60,240
370882N1203471W001,82,97
370884N1202554W001,240,440
370885N1203528W001,85,105
370899N1208316W001,90,210
370906N1203483W001,84,104
370916N1208427W001,200,230
370916N1209279W001,150,270
370921N1208771W001,90,260
370929N1209258W001,170,253
370993N1208213W001,122,242
371001N1204467W001,265,285
371004N1203828W001,130,270
371004N1210072W001,185,225
371014N1200930W001,240,840
371018N1204120W001,257,447
371019N1202434W001,200,400
371023N1200542W001,430,840
371052N1200791W001,320,942
371052N1203898W001,320,800
371053N1203831W001,420,540
371055N1200494W001,298,333
371055N1200494W001,392,470
371056N1200399W001,105,350
371056N1200433W001,240,245
371056N1200433W001,260,272
371056N1200433W001,315,322
371056N1200433W001,358,367
371056N1200565W001,405,645
371057N1200533W001,240,300
371057N1200533W001,340,400
371057N1208355W001,115,121
371085N1182501W001,30,40
371116N1204374W001,240,580
371130N1205654W001,150,509
371134N1216134W001,81,86
371153N1205958W002,484,488
371153N1205958W002,516,522
371153N1205958W002,560,570
371153N1205958W002,612,630
371153N1205958W002,714,728
371153N1205958W002,732,740
371153N1205958W002,758,768
371153N1205958W002,770,806
371160N1204207W001,160,275
371199N1208502W001,180,260
371223N1209790W001,50,180
371236N1203427W001,502,722
371265N1201498W001,257,726
371271N1200563W001,300,818
371271N1202927W001,320,800
371332N1203827W001,140,150
371332N1203827W001,215,225
371332N1203827W001,245,255
371332N1203827W002,535,545
371332N1203827W002,585,600
371332N1203827W002,680,700
371332N1203827W003,865,885
371332N1203827W003,930,950
371341N1201577W001,240,620
371343N1203831W001,324,828
371343N1216641W001,70,90
371357N1216158W001,10,25
371365N1202206W001,225,245
371365N1202206W001,255,275
371365N1202206W002,420,435
371365N1202206W002,475,485
371365N1202206W002,520,530
371365N1202206W003,660,675
371365N1202206W003,695,705
371365N1202206W003,750,760
371365N1202206W003,800,820
371384N1209930W001,60,160
371410N1209927W001,73,133
371411N1201384W001,200,720
371418N1202338W001,218,464
371428N1205110W001,323,380
371435N1208713W001,120,250
371521N1216501W001,480,500
371541N1209930W001,70,140
371554N1202565W001,320,762
371574N1207566W001,100,200
371581N1205245W001,80,149
371583N1216426W001,350,370
371583N1216426W002,445,455
371583N1216426W002,520,530
371583N1216426W002,550,560
371601N1182779W001,123,146
371640N1205556W002,220,340
371640N1205556W002,360,480
371710N1203746W001,230,775
371735N1209954W001,52,112
371743N1210224W001,160,280
371790N1216958W001,135,155
371820N1202748W001,280,488
371821N1202927W001,300,800
371827N1203254W001,105,115
371827N1203254W001,140,150
371827N1203254W001,250,280
371827N1203254W002,320,330
371827N1203254W002,380,390
371827N1203254W002,460,480
371827N1203254W003,660,690
371827N1203254W003,740,750
371852N1203899W001,225,345
371893N1209693W001,57,84
371902N1201985W001,180,639
371904N1205378W001,100,140
371915N1202389W002,295,600
371919N1217076W001,95,110
371922N1202534W002,248,259
371922N1202534W002,270,280
371922N1202534W002,358,364
371922N1202534W002,372,379
371922N1202534W002,382,386
371935N1202799W001,176,376
372016N1218171W001,21,60
372102N1204752W001,226,238
372102N1204752W001,330,386
372102N1204752W001,414,440
372102N1204752W001,462,492
372102N1204752W001,513,533
372144N1205350W001,0,180
372166N1209943W001,105,125
372213N1204527W001,150,196
372213N1204527W001,272,295
372213N1204527W001,310,341
372213N1204527W001,405,430
372237N1217459W001,75,95
372329N1202574W001,234,304
372335N1204199W001,230,240
372335N1204199W001,245,265
372341N1217571W001,192,212
372360N1203913W001,193,200
372385N1217981W001,147,177
372396N1217939W001,138,178
372414N1210120W001,70,190
372424N1210754W001,120,150
372438N1205793W001,165,180
372438N1205793W001,200,232
372438N1205793W001,254,260
372438N1206335W001,125,130
372438N1206335W001,144,149
372438N1206335W001,155,160
372438N1206335W001,210,240
372438N1206429W002,83,88
372438N1206429W002,103,124
372438N1206429W002,140,144
372438N1206429W002,152,157
372457N1218802W001,18,202
372496N1203632W001,116,156
372544N1183178W001,15,20
372604N1210611W001,120,210
372605N1209763W001,44,55
372617N1204747W001,148,225
372630N1204260W001,398,650
372632N1210271W001,60,190
372732N1192754W001,250,700
372734N1203071W001,165,343
372734N1203071W001,365,510
372734N1203071W002,80,188
372734N1203071W002,192,642
372767N1219439W001,510,530
372767N1219439W002,390,410
372767N1219439W003,280,300
372767N1219439W004,160,180
372767N1219439W005,630,650
372797N1218361W001,181,226
372798N1218360W001,46,146
372806N1205241W001,230,394
372810N1203253W001,115,135
372832N1210649W001,85,219
372838N1205602W001,132,137
372838N1205602W001,360,380
372838N1205602W001,384,412
372849N1192804W001,260,700
372852N1210496W001,70,150
372876N1207130W001,248,268
372880N1203432W001,52,76
372880N1203432W001,84,650
372881N1203097W001,140,170
372891N1209899W001,165,465
372904N1204207W001,89,170
372904N1204529W001,190,260
372904N1204529W002,300,500
372904N1204529W003,520,690
372907N1205779W001,30,60
372907N1205779W001,75,150
372907N1210875W001,240,260
372907N1210875W002,115,135
372913N1203208W001,130,180
372963N1192641W001,260,700
372964N1204867W001,60,110
372964N1204867W002,120,160
372964N1204867W003,175,245
372964N1204867W004,460,600
373008N1219975W001,630,650
373008N1219975W002,530,550
373008N1219975W003,360,380
373008N1219975W004,250,270
373052N1222921W001,30,35
373052N1222921W001,44,54
373052N1222921W001,74,84
373070N1210540W001,90,152
373070N1210540W001,157,337
373092N1205560W001,170,180
373127N1217917W001,140,400
373130N1217564W001,88,353
373161N1217973W001,740,760
373161N1217973W002,610,630
373161N1217973W003,370,390
373161N1217973W004,270,290
373161N1217973W005,130,150
373161N1219033W001,770,790
373161N1219033W002,435,455
373161N1219033W003,345,365
373161N1219033W004,220,240
373161N1219033W005,570,590
373162N1219032W001,75,85
373166N1207091W001,0.01,60
373177N1219435W001,680,700
373177N1219435W002,420,440
373177N1219435W003,540,560
373177N1219435W004,340,360
373177N1219435W005,130,150
373178N1204320W001,170,180
373220N1203672W001,84,550
373235N1208239W001,95,115
373237N1204480W001,124,154
373243N1207424W001,1,73
373243N1207424W001,90,105
373260N1204432W001,180,235
373260N1204432W002,330,385
373260N1204432W003,400,505
373260N1204432W004,550,605
373260N1204880W001,88,184
373260N1204880W002,194,340
373260N1204880W003,350,424
373260N1204880W004,434,580
373276N1223881W002,25,45
373277N1209054W001,40,50
373278N1209054W001,20,30
373278N1209054W002,70,80
373284N1218687W001,551,571
373284N1218687W001,598,618
373284N1218687W001,640,660
373308N1207350W001,220,230
373327N1203960W001,196,341
373330N1183125W001,30,40
373330N1210857W001,290,470
373368N1218695W001,820,840
373368N1218695W002,620,640
373368N1218695W003,520,540
373368N1218695W004,405,425
373368N1218695W005,62,72
373388N1207968W001,40,57
373388N1207968W001,67,172
373388N1207968W001,192,232
373416N1220002W001,320,335
373417N1220002W001,460,475
373417N1220002W002,420,435
373418N1220002W001,388,398
373457N1205429W001,128,136
373468N1210766W001,290,470
373477N1209793W001,70,80
373493N1210696W001,95,105
373496N1205890W001,425,440
373496N1206327W001,1,100
373501N1205994W001,86,146
373510N1209113W001,38,48
373510N1209113W002,140,150
373510N1209114W001,12,22
373532N1206432W001,60,95
373634N1208487W001,113,138
373646N1220626W001,120,130
373701N1184467W001,60,70
373714N1185236W001,3.5,25
373730N1211119W001,360,410
373730N1211119W001,440,470
373730N1211119W001,500,600
373732N1206679W001,85,190
373736N1200570W001,360,600
373738N1219428W001,190,270
373738N1219428W001,300,340
373738N1219428W001,390,430
373739N1210570W001,110,210
373776N1219362W001,810,830
373776N1219362W002,580,600
373776N1219362W003,440,460
373776N1219362W004,310,330
373796N1206777W001,56,115
373796N1206777W001,179,237
373804N1219385W001,55,60
373821N1207551W001,108,127
373821N1208752W001,0.5,143
373831N1183316W001,30,40
373843N1211054W001,182,230
373843N1211054W001,280,352
373843N1211054W001,422,585
373887N1211126W001,440,500
373904N1206678W001,58,84
373904N1206678W001,108,124
373904N1206678W001,125,140
373907N1208835W001,28,102
373934N1207356W001,160,233
373943N1211280W001,190,330
373968N1208146W001,0.5,100
373975N1220613W001,374.5,419.5
373975N1220614W001,314.5,359.5
373992N1220645W001,265,285
373992N1220645W002,414,449
373992N1220645W003,303,333
374046N1208632W001,1,190
374048N1205890W001,215,235
374061N1211212W001,218,242
374061N1211212W001,290,346
374061N1211212W001,353,358
374061N1211212W001,418,480
374061N1211212W001,490,538
374061N1211212W001,550,562
374061N1211212W001,595,600
374061N1211212W001,610,658
374063N1208568W001,0.5,112
374069N1220886W001,20,40
374074N1206859W001,192,202
374077N1210643W001,130,150
374116N1208318W001,0.5,148
374130N1209224W001,0.5,53
374132N1220007W001,90,100
374132N1220007W002,190,200
374142N1183606W001,15,19
374143N1219256W001,40,46
374146N1208602W002,0.5,136
374157N1208129W001,44,96
374177N1207888W001,0.5,80
374183N1219686W001,73,78
374251N1183483W001,91,111
374257N1210338W001,120,240
374280N1210566W001,220,240
374296N1208907W001,0.5,105
374305N1209321W001,50,145
374316N1210994W001,390,410
374316N1210994W002,235,255
374316N1210994W003,95,115
374332N1208743W001,1,248
374352N1210693W001,210,230
374376N1219291W001,255,265
374410N1210349W001,196,208
374410N1210638W001,220,250
374417N1185312W001,75,145
374418N1211418W001,420,450
374418N1211418W001,490,530
374418N1211418W001,550,600
374429N1221039W001,21,31
374429N1221039W002,40,50
374429N1221039W003,190,200
374443N1185349W001,60,145
374449N1207716W001,0.5,127
374463N1207891W001,0.5,205
374470N1220460W001,190,280
374471N1220460W001,60,80
374485N1209029W001,1,60
374493N1206671W001,140,700
374493N1208354W001,40,52
374502N1221430W001,830,850
374502N1221430W002,720,740
374502N1221430W003,540,560
374502N1221430W004,180,200
374507N1207741W001,0.5,43
374513N1206504W001,120,320
374527N1209768W001,0.5,195
374563N1209627W001,1,236
374568N1211673W001,250,500
374577N1221349W002,165,185
374577N1221349W002,315,350
374577N1221349W002,375,390
374577N1221349W002,435,465
374577N1221349W002,500,525
374585N1209766W001,167,240
374585N1209766W001,265,290
374591N1206338W001,176,376
374605N1221688W002,160,180
374605N1221688W002,220,240
374605N1221688W002,250,290
374605N1221688W002,320,440
374607N1209102W001,0.5,255
374610N1208474W001,0.5,230
374638N1208241W001,0.5,215
374641N1208585W001,0.5,210
374657N1221866W002,60,80
374657N1221866W002,100,120
374657N1221866W002,140,160
374657N1221866W002,180,200
374664N1221481W002,248,260
374664N1221481W002,290,300
374664N1221481W002,340,366
374664N1221481W002,378,388
374664N1221481W002,424,440
374680N1208491W001,0.5,84
374699N1207441W001,120,220
374707N1207991W001,0.5,162
374712N1211328W002,170,356
374713N1208674W001,0.5,108
374717N1221421W002,258,280
374717N1221421W002,318,323
374718N1209129W001,5,255
374741N1206343W001,208,340
374741N1206343W001,344,581
374743N1209593W001,0.5,210
374746N1209352W001,0.5,68
374760N1209304W001,0.5,49
374768N1208582W001,0.5,210
374772N1211672W001,176,200
374780N1208879W001,0.5,40
374782N1207971W001,0.5,239
374782N1209757W001,0.5,74
374802N1206574W001,156,208
374805N1206307W001,209,361
374813N1208760W001,0.5,214
374816N1211350W001,220,250
374818N1209227W001,0.5,40
374833N1224430W001,44,94
374843N1209446W001,0.5,79
374846N1222336W002,38,278
374891N1209810W001,0.5,100
374907N1222309W002,105,185
374919N1207527W001,82,92
374934N1211934W001,150,360
374940N1210862W001,130,250
374946N1210032W001,1,183
374957N1221750W002,146,154
374957N1221750W002,274,280
374963N1206974W001,200,318
374963N1206974W001,330,470
374963N1210032W001,100,150
374963N1210032W001,254,305
374963N1210032W001,355,380
374963N1210032W001,405,430
374966N1207577W001,138,334
374999N1209032W001,0.5,219
375008N1211953W001,190,350
375008N1211953W001,370,410
375008N1211953W001,440,500
375015N1211011W001,220,250
375016N1209293W001,0.5,64
375070N1186380W001,8,48
375080N1186380W001,50,150
375082N1207038W001,194,315
375085N1212174W001,240,380
375085N1212174W001,410,470
375091N1206074W001,257,497
375130N1207454W001,295,335
375130N1209529W001,0.5,125
375130N1209532W001,0.5,98
375135N1224939W001,38,104
375136N1206739W001,360,700
375138N1206171W001,148,208
375152N1212031W001,200,400
375153N1224967W001,12,110
375163N1206074W001,261,491
375174N1206971W001,224,512
375218N1208027W001,0.5,165
375218N1209804W001,0.5,42
375224N1210196W001,0.5,71
375227N1210327W001,0.5,243
375241N1210513W001,0.5,222
375252N1209277W001,5,186
375259N1219869W001,330,340
375260N1219868W001,230,260
375260N1219869W001,50,80
375261N1219868W001,450,480
375307N1212247W001,250,300
375307N1212247W001,400,510
375311N1205714W001,135,423
375311N1205714W001,483,513
375313N1212242W001,235,475
375360N1208841W001,0.5,25
375366N1209852W001,0.5,87
375371N1207852W001,21,168
375376N1220399W001,50,70
375376N1220399W001,90,110
375376N1220399W002,190,220
375376N1220399W003,280,310
375382N1208993W001,0.5,22
375388N1207552W001,128,134
375388N1207552W001,138,140
375423N1211955W001,270,410
375423N1211955W001,460,710
375427N1210485W001,0.5,64
375427N1210485W001,74,156
375430N1209941W001,0.5,172
375438N1207941W001,0.5,77
375441N1209343W001,0.5,27
375470N1206597W005,296,388
375477N1206182W001,400,600
375480N1209085W001,0.5,288
375493N1219813W001,60,100
375493N1219814W001,330,340
375493N1219814W001,350,380
375494N1212018W001,300,420
375494N1219813W001,430,460
375495N1219813W001,190,210
375495N1219813W001,270,290
375508N1212462W001,220,310
375508N1212462W001,330,350
375509N1212609W001,230,475
375513N1210393W001,34,88
375516N1210166W001,0.5,76
375543N1206888W001,184,428
375574N1209777W001,58,183
375601N1212599W001,200,310
375601N1212599W001,350,480
375601N1212599W001,520,560
375605N1209571W001,0.5,196
375607N1210671W001,0.5,164
375614N1212602W001,210,267
375614N1212602W001,298,310
375614N1212602W001,319,326
375614N1212602W001,336,435
375614N1223213W002,60,180
375615N1220103W001,110,150
375616N1220103W001,200,230
375621N1212742W001,320,460
375621N1212742W001,490,550
375633N1219678W001,60,110
375638N1208921W001,0.5,120
375650N1212877W001,290,420
375650N1212877W001,450,510
375650N1212877W001,540,570
375657N1206304W001,308,492
375658N1212922W001,280,405
375658N1212922W001,455,480
375660N1210668W001,0.5,130
375663N1208679W001,62,172
375693N1209663W001,1,198
375713N1209752W001,75,85
375738N1209271W001,0.5,192
375742N1223245W002,60,140
375742N1223245W002,240,250
375746N1208835W001,0.5,110
375758N1211918W001,300,350
375758N1211918W001,450,610
375773N1212880W001,330,465
375773N1212880W001,495,550
375774N1207702W001,36,120
375774N1212096W001,280,380
375796N1208196W001,96,360
375796N1210124W001,0.5,63
375796N1210124W001,78,189
375799N1210313W001,1,208
